indicator,Área geográfica,País__ESTANDAR,Años__ESTANDAR,Pobreza extrema y pobreza,Sexo__ESTANDAR,Clima educacional del hogar,value,unit,notes_ids,source_id
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2018,Pobreza,Mujeres,Primaria incompleta,5.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2018,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),0.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2018,Pobreza,Hombres,Secundaria incompleta,1.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2018,Pobreza,Hombres,Terciaria completa,0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2018,Pobreza,Mujeres,Secundaria incompleta,4.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2018,Pobreza,Hombres,Primaria completa,3.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2018,Pobreza,Mujeres,Terciaria completa,0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2018,Pobreza,Mujeres,Primaria completa,7.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2018,Pobreza,Hombres,Secundaria completa,0.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2018,Pobreza,Hombres,Primaria incompleta,5.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2019,Pobreza,Hombres,Secundaria completa,0.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2019,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),0.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2019,Pobreza,Mujeres,Primaria completa,6.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2019,Pobreza,Hombres,Primaria incompleta,5.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2019,Pobreza,Mujeres,Secundaria completa,1.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2019,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2019,Pobreza,Mujeres,Primaria incompleta,5.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2019,Pobreza,Mujeres,Terciaria completa,0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2019,Pobreza,Hombres,Secundaria incompleta,2.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2019,Pobreza,Hombres,Primaria completa,4.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2019,Pobreza,Hombres,Terciaria completa,0.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2019,Pobreza,Mujeres,Secundaria incompleta,4.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2020,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),0.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2020,Pobreza,Hombres,Secundaria completa,1.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2020,Pobreza,Mujeres,Primaria completa,13.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2020,Pobreza,Hombres,Primaria completa,6.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2020,Pobreza,Mujeres,Primaria incompleta,6.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2020,Pobreza,Hombres,Primaria incompleta,7.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2020,Pobreza,Hombres,Terciaria completa,0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2020,Pobreza,Mujeres,Secundaria completa,2.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2020,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),0.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2020,Pobreza,Mujeres,Secundaria incompleta,7.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2020,Pobreza,Hombres,Secundaria incompleta,3.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2020,Pobreza,Mujeres,Terciaria completa,0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2021,Pobreza,Hombres,Primaria incompleta,6.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2021,Pobreza,Hombres,Primaria completa,7.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2021,Pobreza,Hombres,Secundaria completa,0.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2021,Pobreza,Mujeres,Secundaria incompleta,7.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2021,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),0.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2021,Pobreza,Mujeres,Secundaria completa,0.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2021,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),0.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2021,Pobreza,Hombres,Secundaria incompleta,3.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2021,Pobreza,Mujeres,Primaria completa,10.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2021,Pobreza,Mujeres,Primaria incompleta,10.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2022,Pobreza,Mujeres,Primaria completa,10.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2022,Pobreza,Mujeres,Secundaria completa,2.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2022,Pobreza,Hombres,Primaria completa,6.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2022,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),0.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2022,Pobreza,Hombres,Primaria incompleta,2.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2022,Pobreza,Mujeres,Secundaria incompleta,7.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2022,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),0.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2022,Pobreza,Mujeres,Terciaria completa,0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2022,Pobreza,Hombres,Secundaria completa,1.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2022,Pobreza,Hombres,Secundaria incompleta,2.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2022,Pobreza,Hombres,Terciaria completa,0.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2022,Pobreza,Mujeres,Primaria incompleta,8.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Venezuela (República Bolivariana de),2013,Pobreza,Mujeres,Terciaria completa,11.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Venezuela (República Bolivariana de),2013,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),15.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Venezuela (República Bolivariana de),2013,Pobreza,Mujeres,Secundaria incompleta,34.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Venezuela (República Bolivariana de),2013,Pobreza,Mujeres,Primaria completa,29.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Venezuela (República Bolivariana de),2013,Pobreza,Hombres,Terciaria completa,6.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Venezuela (República Bolivariana de),2013,Pobreza,Mujeres,Primaria incompleta,37.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Venezuela (República Bolivariana de),2013,Pobreza,Hombres,Primaria completa,29.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Venezuela (República Bolivariana de),2013,Pobreza,Mujeres,Secundaria completa,27.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Venezuela (República Bolivariana de),2013,Pobreza,Hombres,Secundaria completa,24.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Venezuela (República Bolivariana de),2013,Pobreza,Hombres,Secundaria incompleta,29.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Venezuela (República Bolivariana de),2013,Pobreza,Hombres,Primaria incompleta,39.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Venezuela (República Bolivariana de),2013,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),24.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Venezuela (República Bolivariana de),2014,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),16.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Venezuela (República Bolivariana de),2014,Pobreza,Mujeres,Primaria incompleta,36.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Venezuela (República Bolivariana de),2014,Pobreza,Hombres,Secundaria incompleta,30.9,Porcentaje,,26
